phi_0,phi_1,phi_2,phi_3,phi_4,phi_5,phi_6,phi_7,phi_8,phi_9,phi_10,phi_11,phi_12,phi_13,phi_14,phi_15,phi_16,phi_17
-2.5250313521030443,-3.715188899627421,-3.318597935587095,-3.1524143983565693,-2.998949472481304,-2.3569582322499585,-3.475828555368164,-1.6448719888436818,-3.900113494510452,-3.498442442002663,-1.739744179370994,-2.4592369892408503,-3.0867987265681345,-2.4601021162509036,-2.7664951983272505,-2.674654613651222,-2.4057919938802104,-3.1811933925465077
-4.654015954816854,-3.2328358336956606,-1.7656339644286194,-4.681510586691064,-2.6492954503981814,-3.9386363975494643,-4.136364998355887,-3.391556449058763,-4.478981868952528,-1.7618892901926433,-4.693887785137869,-3.5737812421411226,-3.662138954396922,-3.2847450279017436,-1.952626516713032,-1.6827882193752077,-3.3106149845311443,-2.2235888540285096
-3.7274760147093824,-2.0944305148363105,-1.9802920717348353,-3.097718513757072,-1.6113853195443695,-2.8446849407975323,-1.6380657493431485,-1.8505157166139563,-4.4213930305697176,-3.3805996308315445,-4.478569701609665,-1.6478276761003294,-3.0168643183084636,-4.407955946405829,-1.734697519978572,-1.916063936391312,-2.900027543033155,-2.0671016729310914
-2.623858998265985,-3.5025480745808935,-3.9412910004919524,-3.1430321457502473,-3.8683597263211307,-2.100489310357322,-2.73043750475128,-4.540697918042302,-3.3765220543531607,-3.883999825221641,-2.37449440417927,-4.4000203762259344,-3.8294520533964187,-3.2417767943520763,-4.352589428855191,-4.0106757856756445,-3.3888021385653806,-4.70816108368415
-4.711776222337943,-2.5979872408375035,-2.2084248602122254,-3.2088113208217495,-2.3275235428160066,-2.0088707110673467,-2.343520721671503,-2.9266225768729734,-1.9118838546738206,-4.621693027855305,-3.226417619371464,-2.1637999952193616,-2.98292937465967,-3.616519728719959,-3.1875640329688295,-3.4099423015986345,-2.8962855326481356,-4.006740799617793
-4.3636066435879455,-2.453127535653419,-3.448742758026519,-1.8770517961332298,-1.8550006354550947,-1.6322575760177105,-4.471728707894987,-4.646664631739882,-4.285213452434332,-2.405808163361411,-4.6216103237341475,-2.8401503381858437,-3.9720960415702553,-4.209264855755532,-4.266165927984001,-2.0696348629842563,-3.349065774902567,-3.0197979752807784
-3.216599647080262,-3.0081470769939296,-4.369465467242769,-3.2565246732581903,-2.794212132774678,-2.2119122117657657,-4.30167028059017,-3.352454636747429,-2.956771735135664,-2.000906889775282,-4.276951367474252,-2.956085588691221,-1.7685461271805143,-3.8719454428202464,-4.255651341527324,-4.424846331890775,-4.2217378646271735,-3.3310798754276827
-4.259315698140207,-3.7763651708594437,-2.7055989266784,-2.4724473564987446,-3.8358971841783385,-2.2994561081113427,-4.565089661081277,-1.6960196180715994,-3.091567787556351,-2.9501684806399098,-3.2388780155308554,-2.0540908912381988,-1.6114512719151537,-3.7785194926758168,-4.6560703516387045,-3.1551820319064925,-3.8756419614269584,-2.075170097714846
-2.7230913998413353,-2.756814204411141,-4.082661314937383,-4.144525714998546,-2.384143591536643,-2.4257437537157625,-2.63784002139194,-4.536478403743431,-3.099846401282333,-3.1575769868041488,-3.069308797065787,-3.5014890528073748,-3.6610758532644327,-1.769601374062348,-2.359428380524786,-3.347480425082975,-3.151962849348762,-4.70205643717989
-3.4446171964022865,-2.2864425840259477,-2.4169724850760517,-2.8345869938389683,-2.0650927912934502,-3.631558146129959,-2.32043929062611,-2.2487648803072378,-2.238549605762271,-2.318057341680717,-4.567469166945161,-2.7463936435731933,-4.42761037739091,-3.955629294729007,-2.6954044507207877,-3.875041421727337,-2.49370031586318,-4.711615383395328
-1.885798489807562,-3.8164935904604658,-1.612413857152355,-3.284723928496248,-1.68439647806361,-2.349852816857469,-3.0190577636772074,-4.231982015741841,-4.586954003912598,-2.9226762519924687,-4.24176499254063,-2.9042726731476822,-4.665426794278823,-2.1051759175379847,-2.9576731736627195,-2.473848124625084,-1.7273235772691065,-3.4276577908814843
-2.762340789346281,-1.8866670304752517,-1.7381157275912522,-4.560450519707832,-4.063544518230799,-4.318380639186937,-3.024471762791257,-3.503489852096478,-2.9878483554204815,-2.8663282891572894,-1.7396267416925375,-2.803046336733689,-3.848965022638642,-2.253606617622874,-3.7155986279628483,-1.7114192979997176,-4.67460305865159,-4.674984226278186
-3.9630979021504342,-3.217674859866219,-3.5680054448094176,-2.9611589517928505,-2.838715335837693,-2.2392787366748115,-2.403112293874249,-2.2142958694615853,-3.3859671783488197,-2.5772916164013915,-3.289001019984632,-3.06248498306992,-3.5601031149516174,-2.700380921965305,-4.525839979838214,-3.1658385029745535,-4.001022095317415,-3.1213046225116363
-4.258417544257109,-3.8761971270077527,-1.77032275742335,-4.057717717586914,-2.5092464673843557,-3.328963478588286,-3.7903010763533147,-3.270537987230173,-3.1680167846854532,-1.9541892846734399,-2.1610619520900816,-4.432551017206792,-2.3672655630500885,-4.4984187076419175,-2.773014401595193,-2.646312267067803,-3.3187155109665296,-3.306849118930249
-3.8187483128881996,-3.4563321635086877,-2.119229782698165,-1.701937965884789,-2.0827668873967675,-2.503558264148101,-2.0651108645505656,-2.6128371136242214,-4.6910592705278615,-2.9144822186601758,-3.8690345443890544,-4.197279145597393,-3.039219431113514,-4.2195184383646875,-3.8227442314506095,-3.394844119169029,-3.434805954720436,-4.159470957451413
-3.474191715944376,-2.5730371533417857,-3.8802914222031606,-2.495668398633054,-4.1595911641357635,-2.0885455917412856,-4.285052629940847,-4.105416097250434,-2.802905107957427,-3.354233185521549,-2.09827484536062,-4.557712084686769,-2.384671074740234,-1.73822539933985,-2.011843689087034,-3.4274673788369396,-3.4429887854784402,-2.5581151480749615
-1.9300758836695668,-4.117588879928857,-2.2850176246904765,-3.901312268065672,-2.536782011039349,-2.8659804617615605,-4.356836343564466,-4.169653504256079,-1.8991500771573553,-4.286543538240587,-1.5963950990455076,-3.4872514092322042,-3.728332699452891,-3.7443991570022814,-3.5336798053309186,-3.509545028509738,-4.561458142938747,-2.677110327053337
-2.8519783230362292,-1.611696748708074,-2.154293472960488,-2.3992594271825114,-2.145038580912271,-2.9007314525543046,-3.8300878986310884,-3.52411148409118,-4.384055898256148,-3.8862839323928546,-4.6772710301049045,-2.560413677262818,-3.3879534827394453,-2.425853997339951,-2.6743965938548864,-3.1743133505709977,-1.8622913379368664,-3.42098580192534
-3.9424149374478876,-2.5796874477599396,-4.549683877577024,-3.7248398647787497,-2.8271430567255367,-2.787251256614921,-4.493229049698935,-3.040870578236232,-4.2135084872345505,-3.4636221171134034,-1.6428904827894284,-3.5255972181914146,-1.9096405372496252,-4.7026591842397645,-2.731469340199695,-3.256743582463888,-4.074305838655394,-2.393679367904555
